,staff01_note01,staff01_note02,staff01_note03,staff01_note04,staff01_note05,staff02_note01,staff02_note02,staff02_note03,staff02_note04,staff02_note05
13800,70,75,0,0,0,55,67,0,0,0
13801,75,82,0,0,0,55,67,0,0,0
13802,84,0,0,0,0,58,63,67,0,0
13803,74,80,82,0,0,46,58,0,0,0
13804,0,0,0,0,0,77,81,84,89,0
13805,0,0,0,0,0,70,74,82,0,0
13806,0,0,0,0,0,72,75,84,0,0
13807,0,0,0,0,0,65,74,77,0,0
13808,0,0,0,0,0,72,81,84,0,0
13809,0,0,0,0,0,74,82,86,0,0
13810,0,0,0,0,0,75,84,87,0,0
13811,0,0,0,0,0,65,75,77,0,0
13812,0,0,0,0,0,76,88,0,0,0
13813,0,0,0,0,0,89,0,0,0,0
13814,0,0,0,0,0,77,86,0,0,0
13815,0,0,0,0,0,76,82,84,0,0
13816,0,0,0,0,0,76,82,86,0,0
13817,0,0,0,0,0,75,77,0,0,0
13818,0,0,0,0,0,74,82,0,0,0
13819,0,0,0,0,0,82,86,89,94,0
13820,0,0,0,0,0,67,75,0,0,0
13821,0,0,0,0,0,67,72,0,0,0
13822,0,0,0,0,0,68,74,0,0,0
13823,0,0,0,0,0,63,69,0,0,0
13824,0,0,0,0,0,62,70,0,0,0
13825,0,0,0,0,0,62,68,70,0,0
13826,0,0,0,0,0,80,86,0,0,0
13827,0,0,0,0,0,80,84,0,0,0
13828,0,0,0,0,0,79,87,0,0,0
13829,0,0,0,0,0,79,82,0,0,0
13830,0,0,0,0,0,72,75,77,0,0
13831,0,0,0,0,0,72,75,78,0,0
13832,0,0,0,0,0,72,76,82,0,0
13833,0,0,0,0,0,72,77,80,0,0
13834,0,0,0,0,0,70,75,0,0,0
13835,0,0,0,0,0,68,70,74,0,0
13836,0,0,0,0,0,67,70,75,0,0
13837,0,0,0,0,0,75,79,82,87,0
13838,0,0,0,0,0,73,79,0,0,0
13839,0,0,0,0,0,72,79,0,0,0
13840,0,0,0,0,0,71,77,0,0,0
13841,0,0,0,0,0,69,75,79,0,0
13842,0,0,0,0,0,69,75,77,0,0
13843,0,0,0,0,0,68,74,77,0,0
13844,0,0,0,0,0,74,80,82,0,0
13845,0,0,0,0,0,75,79,87,0,0
13846,67,71,74,0,0,43,0,0,0,0
13847,67,71,0,0,0,50,55,59,0,0
13848,65,67,71,74,0,47,0,0,0,0
13849,64,0,0,0,0,50,55,59,0,0
13850,67,71,79,0,0,40,0,0,0,0
13851,74,78,0,0,0,45,0,0,0,0
13852,74,78,81,0,0,42,0,0,0,0
13853,67,71,0,0,0,55,57,61,0,0
13854,66,74,0,0,0,50,57,62,0,0
13855,71,75,0,0,0,54,0,0,0,0
13856,0,0,0,0,0,57,59,0,0,0
13857,71,75,78,0,0,47,0,0,0,0
13858,71,76,81,0,0,52,0,0,0,0
13859,78,0,0,0,0,55,59,0,0,0
13860,70,79,0,0,0,49,0,0,0,0
13861,78,0,0,0,0,52,55,58,0,0
13862,71,76,0,0,0,50,0,0,0,0
13863,67,0,0,0,0,52,59,0,0,0
13864,74,78,86,0,0,45,57,0,0,0
13865,65,68,0,0,0,38,50,0,0,0
13866,72,76,0,0,0,50,54,60,0,0
13867,70,73,0,0,0,43,55,0,0,0
13868,74,79,83,0,0,38,50,0,0,0
13869,74,79,83,0,0,50,55,59,0,0
13870,71,74,79,0,0,41,53,0,0,0
13871,65,67,76,0,0,35,47,0,0,0
13872,71,74,79,83,0,38,50,0,0,0
13873,66,71,78,0,0,40,52,0,0,0
13874,62,64,0,0,0,47,52,55,59,0
13875,55,61,0,0,0,45,57,0,0,0
13876,59,62,67,0,0,52,0,0,0,0
13877,68,76,0,0,0,52,56,62,0,0
13878,68,77,0,0,0,40,0,0,0,0
13879,72,75,80,0,0,42,54,0,0,0
13880,78,0,0,0,0,57,59,63,0,0
13881,76,0,0,0,0,52,55,59,64,0
13882,67,79,0,0,0,50,53,55,59,0
13883,66,72,0,0,0,50,62,0,0,0
13884,71,74,0,0,0,55,67,0,0,0
13885,71,79,0,0,0,50,62,0,0,0
13886,74,77,84,0,0,50,62,0,0,0
13887,74,77,83,0,0,55,59,65,0,0
13888,74,77,0,0,0,47,59,0,0,0
13889,72,76,83,0,0,48,60,0,0,0
13890,72,76,81,0,0,55,60,64,0,0
13891,72,76,81,0,0,43,55,0,0,0
13892,72,76,80,0,0,0,0,0,0,0
13893,70,79,0,0,0,52,0,0,0,0
13894,69,77,0,0,0,53,0,0,0,0
13895,62,0,0,0,0,59,0,0,0,0
13896,77,86,0,0,0,56,58,62,0,0
13897,70,74,0,0,0,50,58,0,0,0
13898,70,77,0,0,0,37,49,0,0,0
13899,70,77,0,0,0,58,61,65,0,0
13900,79,82,0,0,0,55,58,62,0,0
13901,76,78,0,0,0,49,61,0,0,0
13902,70,75,79,0,0,48,60,0,0,0
13903,67,69,75,0,0,41,53,0,0,0
13904,65,72,75,0,0,43,55,0,0,0
13905,68,0,0,0,0,47,59,0,0,0
13906,65,69,72,77,0,45,57,0,0,0
13907,69,0,0,0,0,53,65,0,0,0
13908,67,0,0,0,0,51,63,0,0,0
13909,65,70,74,77,0,41,53,0,0,0
13910,66,72,74,78,0,45,57,0,0,0
13911,67,72,77,0,0,48,0,0,0,0
13912,67,70,73,0,0,64,0,0,0,0
13913,65,69,74,0,0,53,0,0,0,0
13914,74,80,82,0,0,41,53,0,0,0
13915,74,79,86,0,0,55,58,63,0,0
13916,74,80,86,0,0,41,53,0,0,0
13917,73,85,0,0,0,56,58,62,0,0
13918,74,80,86,0,0,46,0,0,0,0
13919,73,80,85,0,0,56,58,62,0,0
13920,67,79,0,0,0,56,58,62,0,0
13921,70,77,79,82,0,55,0,0,0,0
13922,73,85,0,0,0,55,58,62,0,0
13923,74,79,82,86,0,50,0,0,0,0
13924,75,87,0,0,0,54,60,62,0,0
13925,74,78,81,86,0,54,60,62,0,0
13926,74,79,82,86,0,43,55,0,0,0
13927,74,81,86,0,0,42,54,0,0,0
13928,74,80,82,86,0,41,53,0,0,0
13929,75,79,84,87,0,60,0,0,0,0
13930,75,79,84,87,0,48,0,0,0,0
13931,75,79,85,0,0,46,58,0,0,0
13932,75,80,84,0,0,44,56,0,0,0
13933,82,0,0,0,0,56,60,63,0,0
13934,75,79,0,0,0,46,58,0,0,0
13935,75,78,84,0,0,45,57,0,0,0
13936,70,75,82,0,0,43,55,0,0,0
13937,67,70,75,0,0,51,63,0,0,0
13938,67,70,75,0,0,43,55,0,0,0
13939,67,70,75,0,0,46,58,0,0,0
13940,74,80,82,0,0,34,46,0,0,0
13941,74,80,82,0,0,56,58,62,0,0
13942,82,0,0,0,0,34,46,0,0,0
13943,75,79,82,0,0,34,46,0,0,0
13944,75,79,82,0,0,39,51,0,0,0
13945,75,79,82,0,0,55,58,63,0,0
13946,77,89,0,0,0,32,44,0,0,0
13947,84,0,0,0,0,56,60,63,65,0
13948,75,87,0,0,0,33,45,0,0,0
13949,72,84,0,0,0,57,60,63,66,0
13950,70,76,82,0,0,36,48,0,0,0
13951,69,75,79,0,0,29,41,0,0,0
13952,74,0,0,0,0,53,57,60,63,0
13953,70,75,79,82,0,55,0,0,0,0
13954,74,79,86,0,0,50,0,0,0,0
13955,75,79,80,82,87,39,63,0,0,0
13956,74,0,0,0,0,51,0,0,0,0
13957,70,0,0,0,0,63,0,0,0,0
13958,79,0,0,0,0,56,0,0,0,0
13959,77,0,0,0,0,55,0,0,0,0
13960,62,0,0,0,0,39,0,0,0,0
13961,63,76,84,88,0,55,0,0,0,0
13962,72,76,84,0,0,52,0,0,0,0
13963,74,83,86,0,0,53,0,0,0,0
13964,67,71,79,0,0,47,0,0,0,0
13965,76,79,88,0,0,55,0,0,0,0
13966,0,0,0,0,0,36,41,0,0,0
13967,81,0,0,0,0,36,41,0,0,0
13968,75,76,79,0,0,36,43,0,0,0
13969,75,78,0,0,0,36,45,0,0,0
13970,74,77,0,0,0,36,43,0,0,0
13971,73,76,0,0,0,36,43,0,0,0
13972,0,0,0,0,0,41,47,0,0,0
13973,76,0,0,0,0,41,45,0,0,0
13974,75,0,0,0,0,41,47,0,0,0
13975,76,0,0,0,0,41,48,0,0,0
13976,79,0,0,0,0,41,48,0,0,0
13977,81,0,0,0,0,41,50,0,0,0
13978,75,78,0,0,0,36,40,0,0,0
13979,74,77,0,0,0,36,41,0,0,0
13980,72,76,0,0,0,36,43,0,0,0
13981,72,76,0,0,0,36,45,0,0,0
13982,84,0,0,0,0,43,50,0,0,0
13983,81,0,0,0,0,43,52,0,0,0
13984,82,0,0,0,0,43,50,0,0,0
13985,87,0,0,0,0,43,47,0,0,0
13986,88,0,0,0,0,43,48,0,0,0
13987,87,0,0,0,0,43,50,0,0,0
13988,86,0,0,0,0,43,50,0,0,0
13989,79,0,0,0,0,43,52,0,0,0
13990,77,0,0,0,0,43,50,0,0,0
13991,77,81,0,0,0,36,41,0,0,0
13992,76,79,0,0,0,36,43,0,0,0
13993,72,76,0,0,0,36,40,0,0,0
13994,76,84,0,0,0,36,41,0,0,0
13995,63,75,0,0,0,36,40,0,0,0
13996,65,74,0,0,0,36,41,0,0,0
13997,64,72,0,0,0,41,0,0,0,0
13998,63,75,0,0,0,41,45,0,0,0
13999,65,74,0,0,0,41,47,0,0,0
14000,67,71,0,0,0,43,48,0,0,0
14001,72,0,0,0,0,43,52,0,0,0
14002,71,0,0,0,0,43,47,0,0,0
14003,74,0,0,0,0,43,48,0,0,0
14004,63,69,0,0,0,36,40,0,0,0
14005,64,72,0,0,0,36,41,0,0,0
14006,75,78,0,0,0,36,43,0,0,0
14007,76,79,0,0,0,36,45,0,0,0
14008,77,81,0,0,0,36,43,0,0,0
14009,76,79,0,0,0,41,0,0,0,0
14010,75,0,0,0,0,41,48,0,0,0
14011,60,64,0,0,0,36,0,0,0,0
14012,57,63,0,0,0,36,40,0,0,0
14013,60,64,0,0,0,36,41,0,0,0
14014,70,0,0,0,0,36,45,0,0,0
14015,67,74,77,79,0,43,48,0,0,0
14016,74,0,0,0,0,43,52,0,0,0
14017,66,69,72,75,0,36,43,0,0,0
14018,66,69,72,75,0,36,41,0,0,0
14019,65,69,71,74,0,36,43,0,0,0
14020,86,0,0,0,0,36,43,0,0,0
14021,82,0,0,0,0,36,45,0,0,0
14022,70,0,0,0,0,36,40,0,0,0
14023,67,0,0,0,0,36,41,0,0,0
14024,74,0,0,0,0,36,43,0,0,0
14025,72,0,0,0,0,36,45,0,0,0
14026,61,64,70,0,0,36,45,0,0,0
14027,72,81,0,0,0,36,43,0,0,0
14028,76,84,0,0,0,55,57,60,0,0
14029,0,0,0,0,0,43,45,48,0,0
14030,76,84,0,0,0,43,45,48,0,0
14031,75,0,0,0,0,40,43,45,0,0
14032,76,0,0,0,0,40,43,45,0,0
14033,79,0,0,0,0,36,40,43,0,0
14034,75,0,0,0,0,36,40,43,0,0
14035,73,78,0,0,0,33,36,40,0,0
14036,74,77,0,0,0,33,36,40,0,0
14037,72,76,0,0,0,36,40,43,0,0
14038,67,0,0,0,0,36,40,43,0,0
14039,69,0,0,0,0,36,40,45,0,0
14040,76,84,0,0,0,36,40,45,0,0
14041,0,0,0,0,0,36,40,43,0,0
14042,0,0,0,0,0,36,40,45,0,0
14043,81,0,0,0,0,36,40,45,0,0
14044,76,82,0,0,0,36,40,43,0,0
14045,81,0,0,0,0,36,40,43,0,0
14046,79,0,0,0,0,36,40,45,0,0
14047,82,0,0,0,0,36,40,45,0,0
14048,76,82,0,0,0,36,40,45,0,0
14049,77,81,0,0,0,41,45,48,0,0
14050,0,0,0,0,0,41,45,48,0,0
14051,0,0,0,0,0,41,45,50,0,0
14052,81,82,83,84,0,45,48,53,0,0
14053,0,0,0,0,0,45,48,53,0,0
14054,0,0,0,0,0,48,53,57,0,0
14055,81,84,0,0,0,53,57,60,0,0
14056,78,87,0,0,0,53,57,60,0,0
14057,86,0,0,0,0,48,53,57,0,0
14058,81,0,0,0,0,48,53,57,0,0
14059,72,76,79,0,0,48,52,55,0,0
14060,77,81,0,0,0,48,52,57,0,0
14061,76,79,0,0,0,43,48,52,0,0
14062,67,0,0,0,0,43,48,52,0,0
14063,75,78,0,0,0,48,52,55,0,0
14064,74,77,0,0,0,48,52,55,0,0
14065,72,76,0,0,0,40,43,48,0,0
14066,84,0,0,0,0,40,43,48,0,0
14067,69,75,0,0,0,43,48,52,0,0
14068,72,76,0,0,0,43,48,52,0,0
14069,79,0,0,0,0,35,38,43,0,0
14070,68,0,0,0,0,35,38,43,0,0
14071,69,0,0,0,0,38,43,47,0,0
14072,71,0,0,0,0,38,43,47,0,0
14073,79,0,0,0,0,43,47,50,0,0
14074,67,0,0,0,0,43,47,50,0,0
14075,68,0,0,0,0,43,47,52,0,0
14076,69,0,0,0,0,43,47,52,0,0
14077,77,0,0,0,0,47,50,55,0,0
14078,66,0,0,0,0,47,50,55,0,0
14079,67,0,0,0,0,43,47,52,0,0
14080,71,0,0,0,0,43,47,50,0,0
14081,74,0,0,0,0,43,47,50,0,0
14082,75,0,0,0,0,38,43,47,0,0
14083,74,0,0,0,0,38,43,47,0,0
14084,72,0,0,0,0,36,40,43,0,0
14085,76,84,0,0,0,36,40,43,0,0
14086,77,81,0,0,0,36,40,45,0,0
14087,77,81,0,0,0,36,40,43,0,0
14088,75,78,0,0,0,36,40,45,0,0
14089,74,77,0,0,0,36,40,45,0,0
14090,69,75,76,81,0,36,40,45,0,0
14091,69,75,76,81,0,36,40,43,0,0
14092,72,76,79,84,0,36,40,45,0,0
14093,75,0,0,0,0,36,40,45,0,0
14094,76,0,0,0,0,36,40,45,0,0
14095,80,0,0,0,0,36,40,43,0,0
14096,75,0,0,0,0,41,45,48,0,0
14097,76,0,0,0,0,41,45,48,0,0
14098,67,0,0,0,0,41,45,50,0,0
14099,72,0,0,0,0,45,48,53,0,0
14100,75,0,0,0,0,41,45,50,0,0
14101,76,0,0,0,0,41,45,50,0,0
14102,75,0,0,0,0,45,48,53,0,0
14103,76,0,0,0,0,45,48,53,0,0
14104,66,75,0,0,0,41,45,50,0,0
14105,65,74,0,0,0,41,45,50,0,0
14106,64,72,0,0,0,36,40,43,0,0
14107,76,81,0,0,0,36,40,45,0,0
14108,76,79,0,0,0,36,40,43,0,0
14109,84,0,0,0,0,36,40,43,0,0
14110,0,0,0,0,0,43,47,52,0,0
14111,67,74,77,79,0,43,47,52,0,0
14112,0,0,0,0,0,47,50,55,0,0
14113,72,0,0,0,0,43,47,52,0,0
14114,69,0,0,0,0,43,47,50,0,0
14115,70,0,0,0,0,43,47,50,0,0
14116,71,0,0,0,0,43,47,52,0,0
14117,74,0,0,0,0,43,47,52,0,0
14118,75,0,0,0,0,43,47,50,0,0
14119,76,0,0,0,0,43,47,50,0,0
14120,68,75,80,0,0,24,0,0,0,0
14121,70,75,80,0,0,0,0,0,0,0
14122,70,77,80,0,0,0,0,0,0,0
14123,70,72,80,0,0,0,0,0,0,0
14124,70,73,77,80,0,0,0,0,0,0
14125,69,80,0,0,0,0,0,0,0,0
14126,68,70,74,78,0,0,0,0,0,0
14127,68,78,0,0,0,0,0,0,0,0
14128,68,70,74,77,0,0,0,0,0,0
14129,69,75,80,0,0,0,0,0,0,0
14130,77,79,82,87,0,0,0,0,0,0
14131,77,80,84,87,0,0,0,0,0,0
14132,0,0,0,0,0,61,66,0,0,0
14133,0,0,0,0,0,42,55,0,0,0
14134,57,60,62,65,0,34,0,0,0,0
14135,53,57,58,62,0,31,0,0,0,0
14136,57,60,62,65,0,39,0,0,0,0
14137,54,56,58,62,0,32,44,0,0,0
14138,63,65,67,72,0,36,46,55,0,0
14139,59,61,63,65,69,35,47,53,0,0
14140,61,63,65,70,0,30,42,0,0,0
14141,55,58,60,62,65,31,43,0,0,0
14142,55,58,63,67,0,39,51,0,0,0
14143,58,61,63,66,70,37,49,0,0,0
14144,57,60,62,65,69,38,50,0,0,0
14145,55,58,61,64,67,40,52,0,0,0
14146,54,56,58,62,0,32,0,0,0,0
14147,55,58,63,67,0,36,48,0,0,0
14148,60,63,65,70,0,32,44,0,0,0
14149,57,60,63,67,0,33,45,0,0,0
14150,57,60,62,65,0,38,50,0,0,0
14151,53,57,60,62,0,31,43,0,0,0
14152,63,65,67,70,72,36,48,0,0,0
14153,66,69,70,72,75,42,54,0,0,0
14154,65,68,70,72,74,37,49,0,0,0
14155,58,62,63,67,70,36,48,0,0,0
14156,58,60,63,65,0,29,41,0,0,0
14157,53,57,58,0,0,34,46,0,0,0
14158,55,62,81,86,91,34,46,0,0,0
14159,69,70,74,0,0,0,0,0,0,0
14160,69,70,74,0,0,43,0,0,0,0
14161,65,69,70,0,0,0,0,0,0,0
14162,62,65,72,0,0,46,0,0,0,0
14163,62,65,71,0,0,43,0,0,0,0
14164,63,67,70,0,0,48,0,0,0,0
14165,63,65,69,0,0,55,0,0,0,0
14166,63,65,69,0,0,53,0,0,0,0
14167,75,81,0,0,0,33,0,0,0,0
14168,62,0,0,0,0,46,57,0,0,0
14169,58,67,0,0,0,50,56,0,0,0
14170,62,65,0,0,0,51,57,60,0,0
14171,60,62,0,0,0,44,54,0,0,0
14172,57,58,62,65,0,0,0,0,0,0
14173,58,61,64,67,0,45,0,0,0,0
14174,58,60,63,65,0,55,0,0,0,0
14175,58,60,63,65,0,44,0,0,0,0
14176,53,57,62,0,0,55,58,0,0,0
14177,53,57,62,0,0,53,56,0,0,0
14178,63,67,72,0,0,48,58,0,0,0
14179,63,66,72,0,0,56,0,0,0,0
14180,60,70,0,0,0,44,0,0,0,0
14181,60,62,67,0,0,51,0,0,0,0
14182,59,63,67,0,0,43,0,0,0,0
14183,58,62,0,0,0,53,0,0,0,0
14184,62,63,0,0,0,48,0,0,0,0
14185,63,67,70,0,0,57,0,0,0,0
14186,60,67,0,0,0,41,51,0,0,0
14187,57,60,62,0,0,34,0,0,0,0
14188,56,59,0,0,0,41,0,0,0,0
14189,58,62,63,67,0,51,0,0,0,0
14190,59,62,65,67,0,46,0,0,0,0
14191,59,62,65,67,0,43,0,0,0,0
14192,60,63,67,70,0,0,0,0,0,0
14193,60,63,67,70,0,41,0,0,0,0
14194,60,63,67,69,0,0,0,0,0,0
14195,60,62,0,0,0,45,0,0,0,0
14196,60,62,0,0,0,38,0,0,0,0
14197,62,63,72,0,0,48,0,0,0,0
14198,64,68,72,0,0,44,0,0,0,0
14199,66,70,75,0,0,41,0,0,0,0
14200,63,66,72,0,0,53,0,0,0,0
14201,60,62,0,0,0,57,0,0,0,0
14202,64,0,0,0,0,55,58,0,0,0
14203,60,63,0,0,0,58,0,0,0,0
14204,62,65,69,70,0,46,0,0,0,0
14205,57,58,62,65,0,43,0,0,0,0
14206,53,57,58,62,0,0,0,0,0,0
14207,55,58,63,65,0,48,0,0,0,0
14208,57,60,63,0,0,41,0,0,0,0
14209,62,65,69,74,0,46,0,0,0,0
14210,57,58,63,69,0,0,0,0,0,0
14211,57,58,63,69,0,43,0,0,0,0
14212,53,56,58,65,0,0,0,0,0,0
14213,55,58,63,67,0,48,0,0,0,0
14214,62,65,70,0,0,41,0,0,0,0
14215,41,46,48,81,82,0,0,0,0,0
14216,41,46,48,0,0,0,0,0,0,0
14217,48,49,50,0,0,0,0,0,0,0
14218,51,53,0,0,0,0,0,0,0,0
14219,46,53,0,0,0,0,0,0,0,0
14220,38,74,0,0,0,0,0,0,0,0
14221,64,68,74,76,0,0,0,0,0,0
14222,0,0,0,0,0,62,69,72,0,0
14223,74,0,0,0,0,62,66,69,0,0
14224,70,73,0,0,0,50,55,59,0,0
14225,67,79,0,0,0,38,0,0,0,0
14226,70,73,0,0,0,38,0,0,0,0
14227,67,70,0,0,0,50,55,59,0,0
14228,67,70,0,0,0,38,0,0,0,0
14229,62,74,0,0,0,45,0,0,0,0
14230,64,66,72,0,0,50,54,60,0,0
14231,60,66,69,0,0,50,54,60,0,0
14232,68,0,0,0,0,38,0,0,0,0
14233,64,69,0,0,0,37,0,0,0,0
14234,64,69,0,0,0,49,0,0,0,0
14235,60,62,66,0,0,38,50,0,0,0
14236,67,69,71,72,0,48,0,0,0,0
14237,74,0,0,0,0,54,0,0,0,0
14238,78,0,0,0,0,43,0,0,0,0
14239,72,84,0,0,0,43,0,0,0,0
14240,72,76,84,0,0,48,52,55,60,0
14241,80,85,0,0,0,77,85,0,0,0
14242,75,80,0,0,0,72,80,0,0,0
14243,0,0,0,0,0,61,68,0,0,0
14244,70,75,0,0,0,54,63,0,0,0
14245,72,77,0,0,0,56,65,0,0,0
14246,58,63,0,0,0,42,51,0,0,0
14247,60,65,0,0,0,44,53,0,0,0
14248,56,58,60,61,0,37,49,0,0,0
14249,0,0,0,0,0,37,44,53,0,0
14250,73,77,0,0,0,32,44,0,0,0
14251,70,75,0,0,0,37,49,0,0,0
14252,70,75,0,0,0,56,61,65,0,0
14253,72,77,0,0,0,32,44,0,0,0
14254,73,75,0,0,0,39,46,55,0,0
14255,75,80,0,0,0,34,46,0,0,0
14256,73,78,0,0,0,39,51,0,0,0
14257,68,75,0,0,0,48,60,0,0,0
14258,75,80,0,0,0,46,58,0,0,0
14259,79,87,0,0,0,43,55,0,0,0
14260,78,87,0,0,0,44,56,0,0,0
14261,81,86,0,0,0,52,64,0,0,0
14262,77,81,0,0,0,51,63,0,0,0
14263,72,77,0,0,0,50,62,0,0,0
14264,0,0,0,0,0,58,61,67,0,0
14265,78,84,89,0,0,32,44,0,0,0
14266,72,73,74,75,0,56,68,0,0,0
14267,84,0,0,0,0,55,67,0,0,0
14268,84,0,0,0,0,53,65,0,0,0
14269,84,0,0,0,0,60,63,0,0,0
14270,96,0,0,0,0,51,63,0,0,0
14271,74,79,0,0,0,56,58,62,0,0
14272,72,77,0,0,0,34,46,0,0,0
14273,72,77,0,0,0,53,56,62,0,0
14274,69,0,0,0,0,34,46,0,0,0
14275,79,84,0,0,0,55,61,0,0,0
14276,77,82,0,0,0,34,46,0,0,0
14277,77,82,0,0,0,51,55,61,0,0
14278,74,0,0,0,0,53,65,0,0,0
14279,72,0,0,0,0,56,68,0,0,0
14280,72,80,0,0,0,56,68,0,0,0
14281,65,70,0,0,0,51,55,61,0,0
14282,78,85,0,0,0,0,0,0,0,0
14283,77,82,0,0,0,58,61,66,0,0
14284,78,85,0,0,0,37,49,0,0,0
14285,75,80,0,0,0,37,49,0,0,0
14286,75,80,0,0,0,58,61,66,0,0
14287,73,78,0,0,0,54,58,61,0,0
14288,66,71,75,0,0,44,56,0,0,0
14289,67,72,0,0,0,53,57,63,0,0
14290,61,65,71,73,0,44,56,0,0,0
14291,79,84,0,0,0,51,55,61,0,0
14292,72,75,0,0,0,32,44,0,0,0
14293,72,80,0,0,0,39,51,0,0,0
14294,75,82,0,0,0,49,54,58,0,0
14295,73,80,0,0,0,49,53,59,0,0
14296,70,78,0,0,0,42,54,0,0,0
14297,68,72,78,80,0,39,51,0,0,0
14298,49,61,0,0,0,37,49,0,0,0
14299,68,0,0,0,0,50,56,59,0,0
14300,63,67,75,0,0,51,0,0,0,0
14301,69,0,0,0,0,51,55,61,0,0
14302,62,68,0,0,0,47,59,0,0,0
14303,61,68,0,0,0,46,0,0,0,0
14304,65,68,74,0,0,51,56,60,0,0
14305,72,75,0,0,0,51,55,61,0,0
14306,70,73,0,0,0,39,0,0,0,0
14307,67,72,0,0,0,51,55,61,0,0
14308,0,0,0,0,0,48,51,56,0,0
14309,67,79,0,0,0,39,0,0,0,0
14310,66,78,0,0,0,51,55,61,0,0
14311,65,77,0,0,0,39,0,0,0,0
14312,68,73,77,80,0,49,0,0,0,0
14313,70,73,77,82,0,53,56,61,0,0
14314,68,73,77,0,0,53,56,61,0,0
14315,67,73,75,0,0,46,0,0,0,0
14316,67,70,0,0,0,51,55,61,0,0
14317,66,72,0,0,0,44,0,0,0,0
14318,66,73,0,0,0,54,56,60,0,0
14319,66,75,0,0,0,44,0,0,0,0
14320,66,77,0,0,0,54,56,60,0,0
14321,65,70,0,0,0,49,0,0,0,0
14322,65,68,72,0,0,49,0,0,0,0
14323,65,68,73,0,0,53,56,61,0,0
14324,61,67,72,0,0,52,0,0,0,0
14325,66,72,78,0,0,51,0,0,0,0
14326,66,68,0,0,0,44,0,0,0,0
14327,66,72,0,0,0,51,0,0,0,0
14328,66,76,0,0,0,54,56,60,0,0
14329,61,67,73,0,0,45,57,0,0,0
14330,65,77,0,0,0,53,56,62,0,0
14331,65,77,0,0,0,54,56,60,0,0
14332,61,65,68,73,0,49,53,56,0,0
14333,61,0,0,0,0,37,49,0,0,0
14334,58,61,65,0,0,39,51,0,0,0
14335,58,61,65,0,0,36,48,0,0,0
14336,56,60,63,0,0,37,49,0,0,0
14337,55,61,63,0,0,39,51,0,0,0
14338,56,60,63,0,0,34,46,0,0,0
14339,59,65,68,0,0,50,0,0,0,0
14340,60,66,68,0,0,51,0,0,0,0
14341,75,77,79,80,0,32,44,0,0,0
14342,60,66,72,0,0,44,56,0,0,0
14343,61,66,73,0,0,46,58,0,0,0
14344,62,66,74,0,0,47,59,0,0,0
14345,63,66,75,0,0,48,60,0,0,0
14346,72,75,78,81,0,60,63,66,69,0
14347,72,76,79,82,0,60,64,67,70,0
14348,72,77,80,0,0,60,65,68,0,0
14349,72,77,81,0,0,60,65,69,0,0
14350,76,79,82,84,0,60,72,0,0,0
14351,76,79,82,84,0,48,60,0,0,0
14352,70,0,0,0,0,52,55,58,60,0
14353,64,67,70,72,0,38,50,0,0,0
14354,65,0,0,0,0,52,0,0,0,0
14355,65,69,0,0,0,53,57,0,0,0
14356,65,69,0,0,0,48,0,0,0,0
14357,62,65,67,0,0,47,0,0,0,0
14358,62,65,67,0,0,50,53,55,0,0
14359,69,0,0,0,0,50,53,59,0,0
14360,64,67,0,0,0,48,60,0,0,0
14361,58,62,0,0,0,50,0,0,0,0
14362,60,62,64,65,0,53,0,0,0,0
14363,65,68,71,0,0,37,49,0,0,0
14364,58,60,67,0,0,40,52,0,0,0
14365,69,72,77,0,0,29,41,0,0,0
14366,77,81,84,0,0,53,57,60,0,0
14367,77,81,84,0,0,40,52,0,0,0
14368,84,0,0,0,0,38,50,0,0,0
14369,82,0,0,0,0,52,55,58,60,0
14370,76,79,82,84,0,38,50,0,0,0
14371,69,72,77,0,0,53,57,60,0,0
14372,74,77,81,0,0,50,53,57,0,0
14373,74,77,81,0,0,36,48,0,0,0
14374,74,77,0,0,0,50,53,57,0,0
14375,71,74,77,79,0,35,47,0,0,0
14376,71,74,78,79,0,50,53,55,59,0
14377,71,74,78,79,0,31,43,0,0,0
14378,71,74,78,81,0,50,53,55,59,0
14379,70,72,76,79,0,48,60,0,0,0
14380,67,70,76,0,0,48,60,0,0,0
14381,67,70,74,0,0,50,62,0,0,0
14382,67,70,72,0,0,52,64,0,0,0
14383,72,74,76,77,0,41,53,0,0,0
14384,77,80,83,0,0,37,49,0,0,0
14385,71,77,81,0,0,38,50,0,0,0
14386,70,72,79,0,0,40,52,0,0,0
14387,73,0,0,0,0,52,55,57,0,0
14388,81,0,0,0,0,35,47,0,0,0
14389,69,74,0,0,0,33,45,0,0,0
14390,69,74,0,0,0,50,62,0,0,0
14391,70,74,77,0,0,46,58,0,0,0
14392,72,81,0,0,0,38,50,0,0,0
14393,72,81,0,0,0,42,54,0,0,0
14394,72,81,0,0,0,57,60,62,0,0
14395,74,81,0,0,0,38,50,0,0,0
14396,72,81,0,0,0,54,57,60,0,0
14397,71,79,0,0,0,50,53,55,59,0
14398,71,74,0,0,0,33,45,0,0,0
14399,71,74,0,0,0,35,47,0,0,0
14400,72,0,0,0,0,52,55,58,60,0
14401,70,76,0,0,0,38,50,0,0,0
14402,70,76,0,0,0,40,52,0,0,0
14403,64,72,0,0,0,55,58,60,0,0
14404,64,67,0,0,0,52,55,58,60,0
